System,Subject,Category,Item,Year,No. of Cases
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2006,209
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2006,609
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2006,204
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2006,356
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2006,346
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong/Unknown,2006,34
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2006,100
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2006,579
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2006,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2006,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2006,1
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2006,6
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2006,16
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2006,696
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2006,8
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent/child/sibling/in-laws,2006,14
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2006,9
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2006,103
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2006,3
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2006,73
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2006,10
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2006,455
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2006,24
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Unknown,2006,13
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2006,57
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2006,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2006,8
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2006,47
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2006,55
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2006,31
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2006,84
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2006,38
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2006,37
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2006,18
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2006,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2006,54
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2006,18
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2006,12
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2006,44
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2006,34
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2006,38
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2006,45
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong/Unknown,2006,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2006,6
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2006,18
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2007,499
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2007,114
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2007,270
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological  abuse,2007,20
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2007,41
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2007,571
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2007,373
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2007,581
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2007,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2007,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2007,29
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2007,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2007,52
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2007,23
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2007,6
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2007,5
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2007,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2007,114
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2007,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2007,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2007,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Unknown,2007,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2007,9
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2007,20
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2007,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2007,25
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2007,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2007,49
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2007,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2007,56
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2007,60
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2007,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2007,77
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2007,48
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2007,21
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2007,47
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2007,144
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2007,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2007,72
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2007,110
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2007,7
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2007,39
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2007,4399
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2007,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2007,1737
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2007,258
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2007,5169
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2007,1235
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2007,4207
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2007,992
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Male Cohabitant,2007,408
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Female Cohabitant,2007,91
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2007,204
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2007,61
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Boyfriend,2007,350
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Girlfriend,2007,91
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2007,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2007,
